"participant_id","trial_id","stimulus","response_option_1","response_option_2","response","accuracy"
6,45,"acqua","acqua roccia","scarpa finestra",2,"Incorrect"
6,46,"tavolo","tramonto tavolo","tavolo albero",1,"Correct"
6,47,"torta","torta giacca","insalata giacca",1,"Correct"
6,48,"piazza","giacca finestra","roccia piazza",2,"Correct"
6,49,"tramonto","prato albero","tramonto vaso",2,"Correct"
6,50,"libro","specchio libro","specchio tavolo",1,"Correct"
6,51,"giacca","tenda giacca","torta piazza",1,"Correct"
6,52,"camera","finestra camera","tenda roccia",1,"Correct"
6,53,"prato","violino prato","vaso tavolo",2,"Incorrect"
6,54,"camera","tenda camera","giacca acqua",1,"Correct"
6,55,"acqua","finestra tenda","acqua scarpa",2,"Correct"
6,56,"torta","tenda torta","piazza finestra",1,"Correct"
6,57,"muro","specchio muro","libro martello",1,"Correct"
6,58,"giacca","torta camera","piazza giacca",1,"Incorrect"
6,59,"bambola","bambola roccia","acqua piazza",1,"Correct"
6,60,"libro","albero violino","albero libro",2,"Correct"
6,61,"albero","fazzoletto tavolo","albero vaso",2,"Correct"
6,62,"tenda","tenda roccia","camera tenda",1,"Correct"
6,63,"libro","libro violino","fazzoletto vaso",2,"Incorrect"
6,64,"libro","libro violino","libro martello",1,"Incorrect"
6,65,"camera","camera roccia","giacca piazza",2,"Incorrect"
6,66,"libro","fazzoletto prato","libro vaso",1,"Incorrect"
6,67,"camera","camera piazza","scarpa acqua",2,"Incorrect"
6,68,"torta","piazza roccia","torta bambola",2,"Correct"
6,69,"tenda","scarpa giacca","tenda insalata",1,"Incorrect"
6,70,"specchio","specchio martello","violino martello",1,"Correct"
6,71,"camera","torta scarpa","camera giacca",2,"Correct"
6,72,"finestra","finestra piazza","piazza insalata",1,"Correct"
6,73,"vaso","prato vaso","vaso tramonto",1,"Correct"
6,74,"acqua","roccia acqua","acqua camera",2,"Correct"
6,75,"tramonto","tramonto violino","specchio violino",2,"Incorrect"
6,76,"tavolo","vaso tavolo","martello prato",2,"Incorrect"
6,77,"albero","violino albero","libro tramonto",2,"Incorrect"
6,78,"tavolo","tavolo muro","tavolo albero",1,"Incorrect"
6,79,"specchio","martello vaso","specchio fazzoletto",2,"Correct"
6,80,"martello","martello vaso","specchio libro",2,"Incorrect"
6,81,"torta","insalata torta","torta roccia",1,"Incorrect"
7,1,"muro","prato albero","muro specchio",1,"Incorrect"
7,2,"vaso","vaso prato","violino martello",2,"Incorrect"
7,3,"finestra","camera piazza","finestra torta",2,"Correct"
7,4,"acqua","giacca tenda","acqua giacca",1,"Incorrect"
7,5,"finestra","piazza roccia","insalata finestra",1,"Incorrect"
7,6,"torta","torta giacca","giacca scarpa",1,"Correct"
7,7,"giacca","giacca scarpa","camera roccia",1,"Correct"
7,8,"camera","bambola torta","insalata camera",1,"Incorrect"
7,9,"libro","tavolo specchio","libro vaso",2,"Correct"
7,10,"prato","prato fazzoletto","martello prato",1,"Correct"
7,11,"insalata","acqua giacca","piazza insalata",2,"Correct"
7,12,"acqua","acqua insalata","acqua piazza",2,"Incorrect"
7,13,"camera","giacca finestra","camera scarpa",1,"Incorrect"
7,14,"vaso","prato vaso","vaso fazzoletto",1,"Incorrect"
7,15,"albero","fazzoletto albero","specchio martello",2,"Incorrect"
7,16,"martello","libro specchio","martello violino",2,"Correct"
7,17,"giacca","insalata giacca","finestra piazza",1,"Correct"
7,18,"martello","prato martello","specchio prato",1,"Correct"
7,19,"torta","insalata torta","roccia insalata",2,"Incorrect"
7,20,"prato","violino prato","libro prato",1,"Correct"
7,21,"acqua","tenda camera","torta acqua",1,"Incorrect"
7,22,"torta","scarpa acqua","scarpa torta",1,"Incorrect"
7,23,"acqua","acqua camera","bambola giacca",1,"Correct"
7,24,"camera","tenda piazza","roccia camera",1,"Incorrect"
7,25,"tenda","scarpa torta","tenda roccia",2,"Correct"
7,26,"camera","torta camera","roccia finestra",1,"Correct"
7,27,"albero","violino albero","vaso violino",2,"Incorrect"
7,28,"specchio","specchio martello","violino specchio",1,"Correct"
7,29,"roccia","camera torta","roccia scarpa",2,"Correct"
7,30,"libro","martello libro","violino prato",1,"Correct"
7,31,"libro","violino libro","tramonto albero",1,"Correct"
7,32,"albero","vaso libro","vaso albero",2,"Correct"
7,33,"insalata","torta roccia","roccia insalata",2,"Correct"
7,34,"torta","torta roccia","acqua camera",1,"Correct"
7,35,"libro","vaso tavolo","libro tramonto",2,"Correct"
7,36,"finestra","finestra acqua","giacca finestra",2,"Correct"
7,37,"camera","camera insalata","camera giacca",2,"Correct"
7,38,"albero","tavolo fazzoletto","albero tramonto",2,"Correct"
7,39,"giacca","scarpa camera","giacca piazza",2,"Correct"
7,40,"tenda","insalata torta","scarpa tenda",2,"Correct"
7,41,"tenda","insalata tenda","piazza torta",1,"Correct"
7,42,"torta","acqua insalata","torta piazza",2,"Correct"
7,43,"vaso","vaso violino","specchio albero",2,"Incorrect"
7,44,"albero","prato tavolo","albero specchio",2,"Correct"
7,45,"tavolo","tavolo fazzoletto","violino albero",1,"Correct"
7,46,"torta","bambola torta","finestra torta",1,"Correct"
7,47,"martello","fazzoletto albero","vaso martello",2,"Correct"
7,48,"finestra","torta acqua","finestra roccia",2,"Correct"
7,49,"torta","insalata piazza","torta tenda",1,"Incorrect"
7,50,"tavolo","tramonto tavolo","specchio fazzoletto",1,"Correct"
7,51,"specchio","specchio violino","tavolo muro",1,"Correct"
7,52,"finestra","finestra piazza","finestra scarpa",1,"Correct"
7,53,"libro","albero tavolo","albero libro",2,"Correct"
7,54,"specchio","fazzoletto specchio","libro albero",1,"Correct"
7,55,"camera","camera tenda","bambola roccia",1,"Correct"
7,56,"tramonto","tramonto libro","tramonto violino",2,"Correct"
7,57,"tavolo","tavolo violino","vaso fazzoletto",1,"Correct"
7,58,"tavolo","tavolo albero","tramonto vaso",2,"Incorrect"
7,59,"tavolo","tavolo prato","tavolo violino",1,"Correct"
7,60,"acqua","roccia acqua","tenda torta",1,"Correct"
7,61,"tenda","giacca torta","tenda piazza",2,"Correct"
7,62,"libro","prato libro","tramonto violino",1,"Correct"
7,63,"tavolo","muro tavolo","fazzoletto prato",2,"Incorrect"
7,64,"albero","martello libro","albero prato",2,"Correct"
7,65,"acqua","camera finestra","acqua scarpa",2,"Correct"
7,66,"tavolo","vaso tavolo","vaso albero",2,"Incorrect"
7,67,"acqua","acqua piazza","tenda finestra",1,"Correct"
7,68,"finestra","scarpa finestra","giacca piazza",2,"Incorrect"
7,69,"tramonto","tramonto vaso","violino libro",1,"Correct"
7,70,"libro","libro specchio","muro specchio",1,"Correct"
7,71,"acqua","roccia acqua","tenda acqua",1,"Incorrect"
7,72,"giacca","tenda giacca","roccia scarpa",1,"Correct"
7,73,"piazza","insalata tenda","roccia piazza",2,"Correct"
7,74,"bambola","roccia bambola","roccia tenda",1,"Correct"
7,75,"camera","finestra camera","camera giacca",1,"Correct"
7,76,"giacca","insalata finestra","giacca bambola",2,"Correct"
7,77,"finestra","finestra tenda","tenda scarpa",1,"Correct"
7,78,"specchio","specchio prato","vaso martello",1,"Correct"
7,79,"camera","tenda acqua","camera piazza",1,"Incorrect"
7,80,"acqua","giacca insalata","finestra acqua",2,"Correct"
7,81,"tavolo","tramonto tavolo","tavolo specchio",2,"Correct"
8,1,"albero","albero libro","vaso albero",2,"Correct"
8,2,"torta","giacca torta","tenda finestra",2,"Incorrect"
8,3,"libro","libro violino","libro albero",2,"Correct"
8,4,"vaso","prato albero","prato vaso",1,"Incorrect"
8,5,"torta","bambola torta","finestra camera",1,"Correct"
8,6,"camera","scarpa roccia","tenda camera",2,"Correct"
8,7,"camera","finestra piazza","torta camera",1,"Incorrect"
8,8,"finestra","torta scarpa","scarpa finestra",1,"Incorrect"
8,9,"insalata","insalata roccia","roccia camera",1,"Correct"
8,10,"finestra","insalata finestra","torta piazza",2,"Incorrect"
8,11,"acqua","giacca acqua","tenda giacca",1,"Correct"
8,12,"tavolo","fazzoletto tavolo","albero fazzoletto",2,"Incorrect"
8,13,"camera","torta giacca","camera roccia",2,"Correct"
8,14,"acqua","roccia bambola","scarpa acqua",2,"Correct"
8,15,"tramonto","libro martello","vaso tramonto",2,"Correct"
8,16,"prato","prato fazzoletto","violino prato",2,"Incorrect"
8,17,"tavolo","tavolo muro","tramonto violino",1,"Correct"
8,18,"tavolo","muro specchio","tavolo violino",2,"Correct"
8,19,"muro","specchio muro","prato tavolo",1,"Correct"
8,20,"tavolo","libro tramonto","vaso tavolo",2,"Correct"
8,21,"albero","specchio albero","tavolo fazzoletto",1,"Correct"
8,22,"finestra","finestra piazza","scarpa acqua",1,"Correct"
8,23,"bambola","roccia bambola","scarpa finestra",1,"Correct"
8,24,"tenda","tenda scarpa","piazza tenda",2,"Correct"
8,25,"tavolo","albero tavolo","albero vaso",2,"Incorrect"
8,26,"albero","albero prato","prato fazzoletto",1,"Correct"
8,27,"torta","giacca bambola","torta roccia",1,"Incorrect"
8,28,"albero","specchio albero","albero violino",2,"Correct"
8,29,"camera","insalata camera","roccia piazza",1,"Correct"
8,30,"acqua","giacca insalata","roccia acqua",2,"Correct"
8,31,"finestra","camera insalata","roccia finestra",2,"Correct"
8,32,"specchio","martello specchio","prato specchio",1,"Incorrect"
8,33,"giacca","insalata giacca","acqua giacca",1,"Correct"
8,34,"vaso","vaso violino","vaso fazzoletto",1,"Correct"
8,35,"finestra","finestra acqua","torta finestra",2,"Correct"
8,36,"libro","violino libro","specchio fazzoletto",2,"Incorrect"
8,37,"tavolo","martello prato","specchio tavolo",1,"Incorrect"
8,38,"martello","prato specchio","prato martello",2,"Correct"
8,39,"finestra","finestra giacca","camera acqua",1,"Correct"
8,40,"specchio","violino vaso","specchio violino",2,"Correct"
8,41,"torta","insalata torta","torta piazza",1,"Incorrect"
8,42,"vaso","tramonto albero","vaso fazzoletto",2,"Correct"
8,43,"torta","torta roccia","torta tenda",2,"Correct"
8,44,"libro","tramonto libro","violino tavolo",1,"Correct"
8,45,"piazza","camera piazza","roccia piazza",2,"Correct"
8,46,"acqua","acqua piazza","acqua camera",2,"Correct"
8,47,"martello","tramonto tavolo","martello vaso",1,"Incorrect"
8,48,"camera","roccia insalata","finestra camera",2,"Correct"
8,49,"giacca","piazza insalata","giacca scarpa",2,"Correct"
8,50,"acqua","acqua tenda","torta acqua",2,"Correct"
8,51,"acqua","acqua piazza","finestra giacca",1,"Correct"
8,52,"giacca","giacca piazza","roccia finestra",1,"Correct"
8,53,"camera","camera giacca","insalata tenda",1,"Correct"
8,54,"insalata","piazza insalata","finestra insalata",1,"Correct"
8,55,"libro","libro prato","violino albero",2,"Incorrect"
8,56,"albero","tramonto albero","specchio violino",2,"Incorrect"
8,57,"martello","violino martello","libro vaso",1,"Correct"
8,58,"tenda","scarpa tenda","finestra torta",2,"Incorrect"
8,59,"acqua","acqua insalata","roccia tenda",1,"Correct"
8,60,"acqua","tenda acqua","insalata acqua",2,"Incorrect"
8,61,"libro","libro specchio","libro prato",2,"Incorrect"
8,62,"libro","prato vaso","martello libro",1,"Incorrect"
8,63,"prato","violino prato","tavolo albero",1,"Correct"
8,64,"camera","camera piazza","piazza tenda",2,"Incorrect"
8,65,"torta","torta insalata","torta acqua",1,"Correct"
8,66,"tenda","giacca scarpa","insalata tenda",2,"Correct"
8,67,"finestra","finestra tenda","scarpa camera",2,"Incorrect"
8,68,"camera","bambola torta","camera scarpa",1,"Incorrect"
8,69,"albero","libro specchio","albero fazzoletto",2,"Correct"
8,70,"tramonto","violino tramonto","tramonto vaso",1,"Correct"
8,71,"tavolo","vaso martello","prato tavolo",2,"Correct"
8,72,"acqua","acqua finestra","tenda torta",1,"Correct"
8,73,"tavolo","tavolo tramonto","specchio tavolo",1,"Correct"
8,74,"specchio","specchio martello","vaso tavolo",1,"Correct"
8,75,"specchio","muro tavolo","specchio fazzoletto",2,"Correct"
8,76,"giacca","bambola giacca","tenda camera",1,"Correct"
8,77,"roccia","roccia scarpa","acqua roccia",1,"Correct"
8,78,"giacca","giacca tenda","torta camera",1,"Correct"
8,79,"torta","giacca camera","scarpa torta",2,"Correct"
8,80,"tenda","giacca piazza","tenda roccia",2,"Correct"
8,81,"libro","violino martello","vaso libro",2,"Correct"
9,1,"giacca","camera roccia","piazza giacca",1,"Incorrect"
9,2,"vaso","tramonto vaso","vaso prato",1,"Incorrect"
9,3,"finestra","acqua tenda","finestra piazza",2,"Correct"
9,4,"tavolo","tavolo specchio","specchio violino",1,"Correct"
9,5,"acqua","tenda camera","piazza acqua",2,"Correct"
9,6,"camera","camera insalata","torta roccia",1,"Correct"
9,7,"tavolo","tavolo vaso","tavolo tramonto",2,"Incorrect"
9,8,"tenda","tenda piazza","torta giacca",1,"Correct"
9,9,"tenda","acqua scarpa","tenda roccia",2,"Correct"
9,10,"libro","albero libro","prato vaso",1,"Correct"
9,11,"martello","violino martello","violino prato",1,"Correct"
9,12,"giacca","finestra piazza","giacca insalata",2,"Correct"
9,13,"specchio","albero prato","violino specchio",2,"Correct"
9,14,"torta","tenda torta","insalata torta",1,"Incorrect"
9,15,"acqua","acqua torta","giacca scarpa",1,"Correct"
9,16,"finestra","scarpa finestra","finestra tenda",2,"Incorrect"
9,17,"camera","roccia acqua","camera piazza",2,"Correct"
9,18,"tavolo","fazzoletto tavolo","violino tavolo",2,"Correct"
9,19,"finestra","finestra giacca","roccia scarpa",2,"Incorrect"
9,20,"albero","tavolo vaso","fazzoletto albero",2,"Correct"
9,21,"libro","libro vaso","violino vaso",2,"Incorrect"
9,22,"tavolo","vaso albero","prato tavolo",2,"Correct"
9,23,"tavolo","tavolo violino","tavolo muro",1,"Incorrect"
9,24,"torta","scarpa torta","giacca bambola",2,"Incorrect"
9,25,"tramonto","tramonto vaso","tavolo albero",2,"Incorrect"
9,26,"camera","roccia camera","insalata piazza",1,"Correct"
9,27,"specchio","martello specchio","libro vaso",1,"Correct"
9,28,"finestra","finestra roccia","insalata acqua",1,"Correct"
9,29,"camera","camera torta","giacca insalata",1,"Correct"
9,30,"roccia","roccia scarpa","piazza giacca",1,"Correct"
9,31,"acqua","camera acqua","torta acqua",1,"Correct"
9,32,"piazza","piazza roccia","torta piazza",1,"Correct"
9,33,"camera","piazza acqua","camera tenda",2,"Correct"
9,34,"insalata","camera acqua","insalata piazza",1,"Incorrect"
9,35,"martello","martello vaso","tramonto libro",2,"Incorrect"
9,36,"camera","camera scarpa","scarpa tenda",1,"Correct"
9,37,"libro","libro specchio","prato fazzoletto",1,"Correct"
9,38,"torta","piazza torta","roccia bambola",2,"Incorrect"
9,39,"specchio","violino libro","fazzoletto specchio",2,"Correct"
9,40,"albero","violino albero","prato martello",2,"Incorrect"
9,41,"tavolo","tavolo albero","violino albero",2,"Incorrect"
9,42,"prato","violino prato","libro specchio",1,"Correct"
9,43,"camera","finestra roccia","giacca camera",2,"Correct"
9,44,"finestra","finestra insalata","giacca finestra",2,"Incorrect"
9,45,"muro","fazzoletto vaso","specchio muro",2,"Correct"
9,46,"giacca","giacca scarpa","camera torta",1,"Correct"
9,47,"vaso","libro prato","fazzoletto vaso",2,"Correct"
9,48,"libro","tramonto libro","albero fazzoletto",1,"Correct"
9,49,"acqua","tenda insalata","acqua roccia",2,"Correct"
9,50,"finestra","tenda roccia","finestra torta",1,"Incorrect"
9,51,"insalata","piazza roccia","roccia insalata",2,"Correct"
9,52,"acqua","acqua scarpa","torta scarpa",1,"Correct"
9,53,"tenda","acqua finestra","insalata tenda",2,"Correct"
9,54,"torta","bambola torta","camera insalata",1,"Correct"
9,55,"libro","violino martello","libro martello",2,"Correct"
9,56,"albero","albero vaso","vaso martello",1,"Correct"
9,57,"vaso","tramonto albero","violino vaso",1,"Incorrect"
9,58,"prato","tavolo prato","fazzoletto prato",2,"Correct"
9,59,"acqua","acqua insalata","finestra torta",1,"Correct"
9,60,"tavolo","martello specchio","tramonto tavolo",2,"Correct"
9,61,"acqua","tenda acqua","giacca acqua",1,"Correct"
9,62,"specchio","tramonto violino","specchio prato",1,"Incorrect"
9,63,"tavolo","tavolo fazzoletto","fazzoletto specchio",1,"Correct"
9,64,"torta","torta tenda","roccia insalata",1,"Correct"
9,65,"finestra","tenda finestra","camera scarpa",1,"Correct"
9,66,"tramonto","violino tramonto","specchio albero",1,"Correct"
9,67,"camera","finestra camera","piazza camera",2,"Incorrect"
9,68,"acqua","tenda piazza","acqua finestra",2,"Correct"
9,69,"albero","libro albero","tramonto albero",2,"Correct"
9,70,"torta","torta bambola","roccia torta",2,"Correct"
9,71,"bambola","finestra insalata","roccia bambola",2,"Correct"
9,72,"tenda","scarpa finestra","scarpa tenda",2,"Correct"
9,73,"giacca","finestra camera","giacca tenda",2,"Correct"
9,74,"giacca","giacca tenda","bambola giacca",1,"Incorrect"
9,75,"acqua","giacca acqua","insalata torta",1,"Correct"
9,76,"albero","albero specchio","specchio muro",1,"Correct"
9,77,"albero","libro martello","prato albero",2,"Correct"
9,78,"torta","giacca torta","giacca camera",2,"Incorrect"
9,79,"libro","libro prato","tavolo specchio",2,"Incorrect"
9,80,"libro","libro violino","specchio prato",1,"Correct"
9,81,"martello","martello prato","muro tavolo",2,"Incorrect"
10,1,"tavolo","tramonto tavolo","martello libro",1,"Correct"
10,2,"tavolo","libro violino","tavolo prato",2,"Correct"
10,3,"camera","giacca scarpa","finestra camera",2,"Correct"
10,4,"roccia","finestra torta","roccia scarpa",2,"Correct"
10,5,"specchio","martello specchio","tramonto libro",1,"Correct"
10,6,"libro","prato libro","specchio fazzoletto",2,"Incorrect"
10,7,"finestra","insalata piazza","giacca finestra",2,"Correct"
10,8,"giacca","finestra camera","bambola giacca",2,"Correct"
10,9,"torta","torta insalata","finestra piazza",1,"Correct"
10,10,"albero","violino albero","libro vaso",1,"Correct"
10,11,"libro","libro martello","martello violino",1,"Correct"
10,12,"torta","tenda scarpa","giacca torta",1,"Incorrect"
10,13,"martello","vaso martello","specchio martello",1,"Correct"
10,14,"giacca","giacca piazza","torta insalata",1,"Correct"
10,15,"piazza","roccia piazza","acqua camera",1,"Correct"
10,16,"acqua","acqua insalata","roccia bambola",1,"Correct"
10,17,"torta","camera insalata","torta tenda",2,"Correct"
10,18,"acqua","acqua giacca","giacca torta",1,"Correct"
10,19,"tenda","bambola torta","tenda insalata",2,"Correct"
10,20,"tavolo","vaso tavolo","albero violino",2,"Incorrect"
10,21,"libro","libro albero","albero tramonto",2,"Incorrect"
10,22,"camera","camera insalata","acqua torta",1,"Correct"
10,23,"camera","giacca bambola","roccia camera",1,"Incorrect"
10,24,"finestra","finestra piazza","acqua scarpa",1,"Correct"
10,25,"prato","specchio albero","prato fazzoletto",2,"Correct"
10,26,"bambola","roccia bambola","camera tenda",1,"Correct"
10,27,"finestra","torta scarpa","roccia finestra",2,"Correct"
10,28,"camera","finestra tenda","camera scarpa",1,"Incorrect"
10,29,"torta","torta roccia","camera torta",1,"Correct"
10,30,"tavolo","tavolo fazzoletto","tavolo albero",2,"Incorrect"
10,31,"acqua","torta piazza","torta acqua",1,"Incorrect"
10,32,"camera","roccia tenda","tenda camera",2,"Correct"
10,33,"vaso","martello vaso","prato vaso",2,"Correct"
10,34,"albero","albero vaso","albero fazzoletto",1,"Incorrect"
10,35,"insalata","camera piazza","piazza insalata",1,"Incorrect"
10,36,"giacca","scarpa giacca","tenda piazza",1,"Correct"
10,37,"finestra","finestra torta","tenda giacca",2,"Incorrect"
10,38,"martello","muro tavolo","violino martello",2,"Correct"
10,39,"tenda","finestra acqua","tenda piazza",2,"Correct"
10,40,"acqua","acqua roccia","acqua finestra",2,"Correct"
10,41,"tavolo","albero tavolo","tavolo prato",2,"Incorrect"
10,42,"tramonto","prato fazzoletto","tramonto violino",2,"Correct"
10,43,"tavolo","specchio tavolo","muro tavolo",1,"Incorrect"
10,44,"libro","libro vaso","libro prato",2,"Incorrect"
10,45,"giacca","tenda giacca","torta tenda",1,"Correct"
10,46,"camera","camera giacca","roccia torta",1,"Correct"
10,47,"albero","albero fazzoletto","albero tramonto",2,"Correct"
10,48,"tenda","insalata acqua","roccia tenda",2,"Correct"
10,49,"specchio","muro specchio","specchio fazzoletto",1,"Incorrect"
10,50,"specchio","specchio prato","tramonto tavolo",1,"Correct"
10,51,"tavolo","tavolo violino","vaso fazzoletto",1,"Correct"
10,52,"tenda","giacca finestra","tenda scarpa",1,"Incorrect"
10,53,"giacca","finestra insalata","insalata giacca",2,"Correct"
10,54,"vaso","libro specchio","vaso violino",2,"Correct"
10,55,"libro","libro tramonto","violino prato",1,"Correct"
10,56,"acqua","acqua camera","scarpa roccia",1,"Correct"
10,57,"acqua","acqua roccia","giacca acqua",1,"Correct"
10,58,"camera","insalata roccia","piazza camera",1,"Incorrect"
10,59,"torta","piazza roccia","bambola torta",2,"Correct"
10,60,"tramonto","vaso tramonto","fazzoletto tavolo",2,"Incorrect"
10,61,"torta","torta piazza","camera giacca",1,"Correct"
10,62,"torta","insalata tenda","scarpa torta",2,"Correct"
10,63,"albero","albero vaso","albero prato",1,"Correct"
10,64,"albero","violino tavolo","specchio albero",1,"Incorrect"
10,65,"specchio","tramonto vaso","specchio violino",1,"Incorrect"
10,66,"finestra","finestra roccia","finestra scarpa",1,"Incorrect"
10,67,"libro","libro specchio","vaso prato",2,"Incorrect"
10,68,"acqua","scarpa camera","acqua piazza",2,"Correct"
10,69,"finestra","finestra insalata","acqua tenda",1,"Correct"
10,70,"martello","violino tramonto","martello prato",2,"Correct"
10,71,"acqua","acqua piazza","acqua scarpa",2,"Correct"
10,72,"vaso","martello prato","vaso fazzoletto",2,"Correct"
10,73,"tavolo","tavolo vaso","specchio tavolo",1,"Incorrect"
10,74,"finestra","tenda finestra","piazza giacca",2,"Incorrect"
10,75,"camera","camera roccia","torta camera",2,"Correct"
10,76,"libro","prato specchio","violino libro",2,"Correct"
10,77,"muro","muro specchio","specchio violino",1,"Correct"
10,78,"acqua","tenda acqua","scarpa finestra",1,"Correct"
10,79,"albero","violino vaso","albero prato",2,"Correct"
10,80,"prato","libro albero","prato violino",2,"Correct"
10,81,"insalata","insalata roccia","giacca insalata",1,"Correct"
11,1,"torta","tenda torta","insalata camera",2,"Incorrect"
11,2,"torta","torta insalata","giacca scarpa",1,"Correct"
11,3,"tramonto","vaso tramonto","martello violino",1,"Correct"
11,4,"libro","prato albero","prato libro",2,"Correct"
11,5,"specchio","fazzoletto specchio","violino albero",2,"Incorrect"
11,6,"finestra","tenda finestra","piazza roccia",1,"Correct"
11,7,"torta","torta giacca","tenda torta",2,"Incorrect"
11,8,"giacca","giacca bambola","torta finestra",1,"Correct"
11,9,"libro","libro tramonto","violino specchio",1,"Correct"
11,10,"tavolo","muro specchio","albero tavolo",2,"Correct"
11,11,"finestra","finestra torta","roccia bambola",2,"Incorrect"
11,12,"libro","specchio libro","violino libro",1,"Correct"
11,13,"acqua","finestra insalata","acqua roccia",2,"Correct"
11,14,"albero","tavolo tramonto","albero specchio",1,"Incorrect"
11,15,"finestra","finestra roccia","camera tenda",1,"Correct"
11,16,"prato","fazzoletto vaso","violino prato",2,"Correct"
11,17,"tavolo","fazzoletto tavolo","tramonto tavolo",2,"Correct"
11,18,"prato","specchio tavolo","fazzoletto prato",1,"Incorrect"
11,19,"martello","libro prato","martello vaso",1,"Incorrect"
11,20,"tenda","tenda insalata","tenda piazza",1,"Correct"
11,21,"acqua","acqua torta","tenda insalata",2,"Incorrect"
11,22,"camera","piazza insalata","finestra camera",1,"Incorrect"
11,23,"camera","finestra piazza","camera scarpa",1,"Incorrect"
11,24,"tenda","acqua finestra","roccia tenda",2,"Correct"
11,25,"tenda","tenda scarpa","torta camera",2,"Incorrect"
11,26,"vaso","tramonto vaso","prato vaso",2,"Correct"
11,27,"tramonto","tramonto violino","tavolo albero",1,"Correct"
11,28,"camera","camera torta","giacca bambola",1,"Correct"
11,29,"torta","torta scarpa","camera giacca",1,"Correct"
11,30,"tavolo","albero fazzoletto","tavolo fazzoletto",2,"Correct"
11,31,"albero","martello libro","vaso albero",2,"Correct"
11,32,"libro","vaso martello","violino libro",2,"Correct"
11,33,"torta","bambola torta","tenda scarpa",1,"Correct"
11,34,"libro","fazzoletto specchio","libro martello",2,"Correct"
11,35,"acqua","acqua tenda","torta piazza",1,"Correct"
11,36,"bambola","bambola roccia","finestra tenda",2,"Incorrect"
11,37,"martello","martello violino","martello prato",1,"Correct"
11,38,"giacca","giacca insalata","acqua piazza",1,"Correct"
11,39,"vaso","albero tramonto","violino vaso",2,"Correct"
11,40,"camera","giacca camera","tenda giacca",2,"Incorrect"
11,41,"libro","albero libro","vaso albero",1,"Correct"
11,42,"torta","roccia torta","giacca acqua",1,"Correct"
11,43,"roccia","acqua tenda","roccia scarpa",2,"Correct"
11,44,"specchio","libro tramonto","specchio prato",2,"Correct"
11,45,"piazza","torta scarpa","piazza roccia",1,"Incorrect"
11,46,"finestra","finestra piazza","torta acqua",1,"Correct"
11,47,"vaso","fazzoletto vaso","prato vaso",2,"Incorrect"
11,48,"finestra","camera finestra","finestra insalata",1,"Incorrect"
11,49,"albero","violino albero","prato fazzoletto",1,"Correct"
11,50,"acqua","scarpa acqua","piazza acqua",2,"Correct"
11,51,"camera","torta roccia","camera piazza",2,"Correct"
11,52,"camera","tenda camera","insalata giacca",1,"Correct"
11,53,"muro","vaso violino","muro specchio",2,"Correct"
11,54,"camera","camera roccia","insalata torta",1,"Correct"
11,55,"insalata","scarpa finestra","piazza insalata",1,"Incorrect"
11,56,"acqua","acqua insalata","acqua scarpa",2,"Correct"
11,57,"libro","albero libro","libro vaso",2,"Correct"
11,58,"acqua","roccia finestra","insalata acqua",2,"Correct"
11,59,"insalata","roccia insalata","roccia tenda",1,"Correct"
11,60,"albero","prato albero","martello specchio",1,"Correct"
11,61,"albero","specchio libro","fazzoletto albero",2,"Correct"
11,62,"giacca","tenda giacca","acqua roccia",1,"Correct"
11,63,"martello","martello prato","specchio prato",2,"Incorrect"
11,64,"tavolo","violino tavolo","tavolo prato",2,"Correct"
11,65,"camera","camera insalata","bambola torta",1,"Correct"
11,66,"albero","tavolo muro","tramonto albero",2,"Correct"
11,67,"tavolo","vaso libro","specchio tavolo",2,"Correct"
11,68,"finestra","giacca finestra","roccia camera",2,"Incorrect"
11,69,"specchio","violino specchio","specchio albero",1,"Correct"
11,70,"specchio","specchio martello","prato tavolo",2,"Incorrect"
11,71,"giacca","piazza giacca","acqua camera",2,"Incorrect"
11,72,"tenda","giacca piazza","piazza tenda",2,"Correct"
11,73,"tavolo","tavolo violino","vaso tavolo",1,"Correct"
11,74,"tavolo","muro tavolo","tramonto violino",1,"Correct"
11,75,"tavolo","tavolo vaso","prato violino",2,"Incorrect"
11,76,"finestra","roccia insalata","scarpa finestra",1,"Incorrect"
11,77,"torta","giacca torta","torta piazza",2,"Correct"
11,78,"giacca","giacca scarpa","camera piazza",1,"Correct"
11,79,"acqua","acqua finestra","scarpa roccia",1,"Correct"
11,80,"acqua","acqua giacca","giacca finestra",1,"Correct"
11,81,"acqua","camera scarpa","acqua camera",2,"Correct"
12,1,"martello","martello violino","violino tramonto",1,"Correct"
12,2,"giacca","tenda giacca","finestra scarpa",1,"Correct"
12,3,"torta","bambola torta","roccia torta",1,"Incorrect"
12,4,"vaso","violino prato","vaso fazzoletto",1,"Incorrect"
12,5,"tavolo","fazzoletto tavolo","albero violino",2,"Incorrect"
12,6,"giacca","insalata giacca","finestra roccia",1,"Correct"
12,7,"libro","tramonto albero","libro martello",1,"Incorrect"
12,8,"finestra","insalata tenda","piazza finestra",2,"Correct"
12,9,"finestra","finestra camera","finestra torta",1,"Incorrect"
12,10,"tavolo","muro tavolo","tavolo vaso",2,"Incorrect"
12,11,"camera","roccia acqua","torta camera",2,"Correct"
12,12,"torta","acqua torta","giacca torta",2,"Correct"
